,areaid,areaname,districtid,districtname,areaid0,areaname0,districtid0,districtname0,pharmagroup,clientdunsno,customerlocationname,custcol_8,parentptsdunsno,custcol_6,parentshipperlocationname,productcode,producttypedesc,weekid,weekdesc,monthid,monthdesc,mailclasscode,svcstddaytimecode,mailclasssrvcstddesc,ontimevolume,totalcount,failedcount
4404,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,1482,FLORIDA 2,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5569,2022-01-15,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,7,7,0
4405,2,ATLANTIC,57,DE-PA 2 DISTRICT,7,SOUTHERN,53,AR-OK,PBM - We-- Care,902372654,PBM - We-- Care,902372654,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5601,2022-08-27,1297,SEP 2022,FC,3D  ,First Class - 3 Day,1,1,0
4406,5,WESTPAC,1081,AZ-NM,10,CENTRAL,15,ILLINOIS 2,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5562,2021-11-27,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,325,349,24
4407,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,20,TEXAS 1,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5599,2022-08-13,1296,AUG 2022,PM,2D  ,Priority Mail - 2 Day,12,12,0
4408,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,1463,TENNESSEE,HDP,902541978,HDP,902541978,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5568,2022-01-08,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
4409,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1463,TENNESSEE,HDP,902575881,HDP,902575881,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5564,2021-12-11,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,0,1,1
4410,2,ATLANTIC,2294,NORTH CAROLINA,2,ATLANTIC,2294,NORTH CAROLINA,OPTUM RX CH_HDP,902746634,OPTUM RX CH_HDP,902746634,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5582,2022-04-16,1292,APR 2022,FC,2D  ,First Class - 2 Day,3705,3862,157
4411,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,38,CALIFORNIA 5,OPTUM RX SA_HDP,902746719,OPTUM RX SA_HDP,902746719,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5572,2022-02-05,1290,FEB 2022,PM,3D  ,Priority Mail - 3 Day,5,6,1
4412,5,WESTPAC,63,CALIFORNIA 6,10,CENTRAL,15,ILLINOIS 2,OPTUM RX CA_HDP,902746620,OPTUM RX CA_HDP,902746620,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5576,2022-03-05,1291,MAR 2022,FC,3D  ,First Class - 3 Day,39,42,3
4413,10,CENTRAL,72,KS-MO,2,ATLANTIC,60,PENNSYLVANIA 1,HDP,902205134,HDP,902205134,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5596,2022-07-23,1295,JUL 2022,PM,2D  ,Priority Mail - 2 Day,2,2,0
4414,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,53,AR-OK,HDP,902541977,HDP,902541977,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5581,2022-04-09,1292,APR 2022,PM,2D  ,Priority Mail - 2 Day,44,44,0
4415,5,WESTPAC,22,HAWAII,5,WESTPAC,22,HAWAII,PBM - We-- Care,902372656,PBM - We-- Care,902372656,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5576,2022-03-05,1291,MAR 2022,FC,2D  ,First Class - 2 Day,37,37,0
4416,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,40,KY-WV,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5557,2021-10-23,1286,OCT 2021,PM,3D  ,Priority Mail - 3 Day,138,138,0
4417,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,14,ILLINOIS 1,OPTUM RX SA_HDP,902746721,OPTUM RX SA_HDP,902746721,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5591,2022-06-18,1294,JUN 2022,FC,3D  ,First Class - 3 Day,11,12,1
4418,10,CENTRAL,72,KS-MO,10,CENTRAL,24,MICHIGAN 1,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5573,2022-02-12,1290,FEB 2022,FC,3D  ,First Class - 3 Day,112,119,7
4419,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,68,ME-NH-VT,HDP,902293957,HDP,902293957,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5569,2022-01-15,1289,JAN 2022,FC,3D  ,First Class - 3 Day,297,338,41
4420,10,CENTRAL,72,KS-MO,7,SOUTHERN,53,AR-OK,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5581,2022-04-09,1292,APR 2022,PM,2D  ,Priority Mail - 2 Day,5,7,2
4421,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,1,NEW YORK 3,OPTUM RX CA_HDP,902746623,OPTUM RX CA_HDP,902746623,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5567,2022-01-01,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,1,4,3
4422,2,ATLANTIC,2294,NORTH CAROLINA,7,SOUTHERN,1482,FLORIDA 2,OPTUM RX CH_HDP,902746632,OPTUM RX CH_HDP,902746632,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5596,2022-07-23,1295,JUL 2022,FC,3D  ,First Class - 3 Day,11,12,1
4423,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,1080,NV-UT,OPTUM RX SA_HDP,902746719,OPTUM RX SA_HDP,902746719,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5588,2022-05-28,1293,MAY 2022,PM,3D  ,Priority Mail - 3 Day,13,13,0
4424,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,17,OHIO 1,OPTUM RX SA_HDP,902746718,OPTUM RX SA_HDP,902746718,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5597,2022-07-30,1296,AUG 2022,FC,3D  ,First Class - 3 Day,9,9,0
4425,2,ATLANTIC,57,DE-PA 2 DISTRICT,5,WESTPAC,38,CALIFORNIA 5,INGENIO,902372650,Ingenio Rx,902372650,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5600,2022-08-20,1296,AUG 2022,FC,5D  ,First Class - 5 Day,3,3,0
4426,2,ATLANTIC,57,DE-PA 2 DISTRICT,7,SOUTHERN,53,AR-OK,CVS,901000063,CVS / CAREMARK - WILKES BARRE,901000063,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5570,2022-01-22,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,0,1,1
4427,5,WESTPAC,81,CALIFORNIA 3,5,WESTPAC,81,CALIFORNIA 3,OPTUM RX WV_HDP,902746735,OPTUM RX WV_HDP,902746735,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5606,2022-10-01,1298,OCT 2022,PM,1D  ,Priority Mail - 1 Day,1,1,0
4428,2,ATLANTIC,57,DE-PA 2 DISTRICT,7,SOUTHERN,1507,GEORGIA,INGENIO,902372650,Ingenio Rx,902372650,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5578,2022-03-19,1291,MAR 2022,PM,2D  ,Priority Mail - 2 Day,1,1,0
4429,5,WESTPAC,81,CALIFORNIA 3,5,WESTPAC,81,CALIFORNIA 3,HDP,902293987,HDP,902293987,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5598,2022-08-06,1296,AUG 2022,FC,2D  ,First Class - 2 Day,1,1,0
4430,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,9,MA-RI,HDP,902293958,HDP,902293958,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5558,2021-10-30,1286,OCT 2021,FC,2D  ,First Class - 2 Day,268,288,20
4431,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,59,LOUISIANA,OPTUMRX OV_HDP,902746690,OPTUMRX OV_HDP,902746690,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5570,2022-01-22,1289,JAN 2022,PM,2D  ,Priority Mail - 2 Day,33,34,1
4432,10,CENTRAL,72,KS-MO,10,CENTRAL,72,KS-MO,HDP,902205142,HDP,902205142,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5571,2022-01-29,1289,JAN 2022,PM,1D  ,Priority Mail - 1 Day,6,6,0
4433,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,53,AR-OK,CMOP HINES,901581575,CMOP HINES,901581575,901581565,901581565,GENCO,PM ,Priority Mail                                     ,5562,2021-11-27,1288,DEC 2021,PM,3D  ,Priority Mail - 3 Day,45,50,5
4434,10,CENTRAL,72,KS-MO,10,CENTRAL,23,IA-NE-SD,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5562,2021-11-27,1288,DEC 2021,FC,3D  ,First Class - 3 Day,12,12,0
4435,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,73,WASHINGTON,OPTUM RX CA_HDP,902746620,OPTUM RX CA_HDP,902746620,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5587,2022-05-21,1293,MAY 2022,FC,3D  ,First Class - 3 Day,17,17,0
4436,5,WESTPAC,65,ID-MT-OR,5,WESTPAC,65,ID-MT-OR,HDP,902293987,HDP,902293987,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5583,2022-04-23,1292,APR 2022,FC,2D  ,First Class - 2 Day,2,2,0
4437,10,CENTRAL,14,ILLINOIS 1,5,WESTPAC,64,CALIFORNIA 1,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5592,2022-06-25,1294,JUN 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
4438,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,1317,NEW JERSEY,OPTUM RX PB_HDP,902746704,OPTUM RX PB_HDP,902746704,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5571,2022-01-29,1289,JAN 2022,PM,1D  ,Priority Mail - 1 Day,43,48,5
4439,10,CENTRAL,72,KS-MO,5,WESTPAC,1081,AZ-NM,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5599,2022-08-13,1296,AUG 2022,FC,3D  ,First Class - 3 Day,285,311,26
4440,5,WESTPAC,73,WASHINGTON,5,WESTPAC,63,CALIFORNIA 6,OPTUM RX WV_HDP,902746734,OPTUM RX WV_HDP,902746734,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5562,2021-11-27,1288,DEC 2021,FC,3D  ,First Class - 3 Day,15,15,0
4441,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,74,VIRGINIA,HDP,902205135,HDP,902205135,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5559,2021-11-06,1287,NOV 2021,PM,3D  ,Priority Mail - 3 Day,2,3,1
4442,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,53,AR-OK,OPTUM RX SA_HDP,902746721,OPTUM RX SA_HDP,902746721,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5601,2022-08-27,1297,SEP 2022,FC,3D  ,First Class - 3 Day,62,69,7
4443,5,WESTPAC,73,WASHINGTON,5,WESTPAC,1080,NV-UT,HDP,902575882,HDP,902575882,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5579,2022-03-26,1291,MAR 2022,PM,2D  ,Priority Mail - 2 Day,7,7,0
4444,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,1317,NEW JERSEY,HDP,902205143,HDP,902205143,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5580,2022-04-02,1292,APR 2022,PM,2D  ,Priority Mail - 2 Day,17,20,3
4445,5,WESTPAC,1081,AZ-NM,5,WESTPAC,1081,AZ-NM,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5580,2022-04-02,1292,APR 2022,PM,2D  ,Priority Mail - 2 Day,1,1,0
4446,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,59,LOUISIANA,OPTUMRX OV_HDP,902746691,OPTUMRX OV_HDP,902746691,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5563,2021-12-04,1288,DEC 2021,FC,3D  ,First Class - 3 Day,888,945,57
4447,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,32,INDIANA,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5596,2022-07-23,1295,JUL 2022,FC,2D  ,First Class - 2 Day,34,36,2
4448,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,62,CALIFORNIA 2,CVS,999999186,CVS 01703 REDLANDS RETAIL,999999186,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5587,2022-05-21,1293,MAY 2022,FC,3D  ,First Class - 3 Day,1,1,0
4449,10,CENTRAL,72,KS-MO,2,ATLANTIC,1317,NEW JERSEY,HDP,902205134,HDP,902205134,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5577,2022-03-12,1291,MAR 2022,FC,3D  ,First Class - 3 Day,258,258,0
4450,2,ATLANTIC,2294,NORTH CAROLINA,10,CENTRAL,16,OHIO 2,OPTUM RX CH_HDP,902746629,OPTUM RX CH_HDP,902746629,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5595,2022-07-16,1295,JUL 2022,FC,3D  ,First Class - 3 Day,1535,1610,75
4451,2,ATLANTIC,57,DE-PA 2 DISTRICT,10,CENTRAL,17,OHIO 1,PBM - We-- Care,902372654,PBM - We-- Care,902372654,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5597,2022-07-30,1296,AUG 2022,FC,3D  ,First Class - 3 Day,3,4,1
4452,2,ATLANTIC,57,DE-PA 2 DISTRICT,5,WESTPAC,22,HAWAII,CVS,901000063,CVS / CAREMARK - WILKES BARRE,901000063,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5590,2022-06-11,1294,JUN 2022,PM,3D  ,Priority Mail - 3 Day,0,1,1
4453,10,CENTRAL,72,KS-MO,10,CENTRAL,55,MN-ND,OPTUM RX OP_HDP,902746683,OPTUM RX OP_HDP,902746683,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5604,2022-09-17,1297,SEP 2022,FC,3D  ,First Class - 3 Day,72,74,2
4454,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,1309,NEW YORK 1,OPTUM RX PB_HDP,902746705,OPTUM RX PB_HDP,902746705,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5563,2021-12-04,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,14,14,0
4455,5,WESTPAC,63,CALIFORNIA 6,7,SOUTHERN,1507,GEORGIA,HDP,901326076,HDP,901326076,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5577,2022-03-12,1291,MAR 2022,PM,2D  ,Priority Mail - 2 Day,12,12,0
4456,2,ATLANTIC,2294,NORTH CAROLINA,10,CENTRAL,16,OHIO 2,OPTUM RX CH_HDP,902746634,OPTUM RX CH_HDP,902746634,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5592,2022-06-25,1294,JUN 2022,FC,3D  ,First Class - 3 Day,1587,1643,56
4457,5,WESTPAC,1081,AZ-NM,2,ATLANTIC,57,DE-PA 2 DISTRICT,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5574,2022-02-19,1290,FEB 2022,PM,2D  ,Priority Mail - 2 Day,24,27,3
4458,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,31,MICHIGAN 2,OPTUM RX SA_HDP,902746721,OPTUM RX SA_HDP,902746721,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5592,2022-06-25,1295,JUL 2022,FC,3D  ,First Class - 3 Day,1,1,0
4459,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1497,FLORIDA 1,OPTUMRX OV_HDP,902746689,OPTUMRX OV_HDP,902746689,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5596,2022-07-23,1295,JUL 2022,PM,3D  ,Priority Mail - 3 Day,7,7,0
4460,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,16,OHIO 2,HDP,902541977,HDP,902541977,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5583,2022-04-23,1292,APR 2022,FC,3D  ,First Class - 3 Day,50,50,0
4461,2,ATLANTIC,74,VIRGINIA,2,ATLANTIC,1,NEW YORK 3,KAISER PERMANENTE - MAS REGION - EVS,902072113,KAISER PERMANENTE - MAS REGION - EVS,902072113,902072110,902072110,KAISER PERMANENTE - MAS REGION - EVS,FC ,First-Class                                       ,5570,2022-01-22,1289,JAN 2022,FC,3D  ,First Class - 3 Day,26,27,1
4462,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,33,TEXAS 2,HDP,902293988,HDP,902293988,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5592,2022-06-25,1295,JUL 2022,PM,2D  ,Priority Mail - 2 Day,2,2,0
4463,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,63,CALIFORNIA 6,CMOP LEAVENWORTH,901581567,CMOP LEAVENWORTH,901581567,901581565,901581565,GENCO,PM ,Priority Mail                                     ,5606,2022-10-01,1298,OCT 2022,PM,1D  ,Priority Mail - 1 Day,2,2,0
4464,10,CENTRAL,16,OHIO 2,5,WESTPAC,70,CALIFORNIA 4,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5597,2022-07-30,1296,AUG 2022,PM,2D  ,Priority Mail - 2 Day,17,22,5
4465,10,CENTRAL,72,KS-MO,10,CENTRAL,15,ILLINOIS 2,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5601,2022-08-27,1297,SEP 2022,FC,3D  ,First Class - 3 Day,69,72,3
4466,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1507,GEORGIA,OPTUMRX OV_HDP,902746692,OPTUMRX OV_HDP,902746692,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5558,2021-10-30,1287,NOV 2021,FC,3D  ,First Class - 3 Day,1307,1332,25
4467,10,CENTRAL,15,ILLINOIS 2,5,WESTPAC,38,CALIFORNIA 5,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5590,2022-06-11,1294,JUN 2022,FC,4D  ,First Class - 4 Day,34,35,1
4468,7,SOUTHERN,1497,FLORIDA 1,10,CENTRAL,23,IA-NE-SD,HDP,902293988,HDP,902293988,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5601,2022-08-27,1296,AUG 2022,FC,3D  ,First Class - 3 Day,594,679,85
4469,10,CENTRAL,14,ILLINOIS 1,2,ATLANTIC,1,NEW YORK 3,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5600,2022-08-20,1296,AUG 2022,PM,2D  ,Priority Mail - 2 Day,5,5,0
4470,2,ATLANTIC,2294,NORTH CAROLINA,2,ATLANTIC,74,VIRGINIA,OPTUM RX CH_HDP,902746633,OPTUM RX CH_HDP,902746633,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5556,2021-10-16,1286,OCT 2021,PM,3D  ,Priority Mail - 3 Day,11,11,0
4471,2,ATLANTIC,2294,NORTH CAROLINA,10,CENTRAL,17,OHIO 1,OPTUM RX CH_HDP,902746629,OPTUM RX CH_HDP,902746629,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5592,2022-06-25,1295,JUL 2022,FC,3D  ,First Class - 3 Day,264,275,11
4472,10,CENTRAL,72,KS-MO,2,ATLANTIC,9,MA-RI,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5588,2022-05-28,1293,MAY 2022,FC,4D  ,First Class - 4 Day,12,12,0
4473,10,CENTRAL,72,KS-MO,10,CENTRAL,23,IA-NE-SD,OPTUM RX OP_HDP,902746684,OPTUM RX OP_HDP,902746684,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5563,2021-12-04,1288,DEC 2021,FC,3D  ,First Class - 3 Day,54,55,1
4474,10,CENTRAL,72,KS-MO,7,SOUTHERN,1084,SOUTH CAROLINA,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5583,2022-04-23,1292,APR 2022,FC,3D  ,First Class - 3 Day,103,120,17
4475,5,WESTPAC,63,CALIFORNIA 6,7,SOUTHERN,1471,AL-MS,HDP,902205143,HDP,902205143,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5578,2022-03-19,1291,MAR 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
4476,5,WESTPAC,1081,AZ-NM,7,SOUTHERN,1482,FLORIDA 2,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5599,2022-08-13,1296,AUG 2022,PM,3D  ,Priority Mail - 3 Day,36,36,0
4477,5,WESTPAC,1081,AZ-NM,2,ATLANTIC,60,PENNSYLVANIA 1,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5584,2022-04-30,1293,MAY 2022,PM,3D  ,Priority Mail - 3 Day,2,3,1
4478,7,SOUTHERN,1497,FLORIDA 1,10,CENTRAL,31,MICHIGAN 2,HDP,902575881,HDP,902575881,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5579,2022-03-26,1292,APR 2022,FC,3D  ,First Class - 3 Day,11,11,0
4479,5,WESTPAC,63,CALIFORNIA 6,10,CENTRAL,23,IA-NE-SD,OPTUM RX CA_HDP,902746622,OPTUM RX CA_HDP,902746622,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5583,2022-04-23,1292,APR 2022,FC,3D  ,First Class - 3 Day,57,62,5
4480,7,SOUTHERN,20,TEXAS 1,7,SOUTHERN,1463,TENNESSEE,OPTUM RX CH_HDP,902746635,OPTUM RX CH_HDP,902746635,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5580,2022-04-02,1292,APR 2022,FC,3D  ,First Class - 3 Day,1,1,0
4481,10,CENTRAL,16,OHIO 2,10,CENTRAL,55,MN-ND,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,FC ,First-Class                                       ,5599,2022-08-13,1296,AUG 2022,FC,3D  ,First Class - 3 Day,291,306,15
4482,10,CENTRAL,72,KS-MO,2,ATLANTIC,60,PENNSYLVANIA 1,OPTUM RX OP_HDP,902746682,OPTUM RX OP_HDP,902746682,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5576,2022-03-05,1291,MAR 2022,FC,3D  ,First Class - 3 Day,53,54,1
4483,2,ATLANTIC,74,VIRGINIA,10,CENTRAL,15,ILLINOIS 2,KAISER PERMANENTE - MAS REGION - EVS,902072113,KAISER PERMANENTE - MAS REGION - EVS,902072113,902072110,902072110,KAISER PERMANENTE - MAS REGION - EVS,PM ,Priority Mail                                     ,5569,2022-01-15,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,2,2,0
4484,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,72,KS-MO,CMOP HINES,901581575,CMOP HINES,901581575,901581565,901581565,GENCO,PM ,Priority Mail                                     ,5559,2021-11-06,1287,NOV 2021,PM,2D  ,Priority Mail - 2 Day,62,68,6
4485,5,WESTPAC,1081,AZ-NM,10,CENTRAL,31,MICHIGAN 2,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5584,2022-04-30,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,52,52,0
4486,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1320,PUERTO RICO,OPTUMRX OV_HDP,902746692,OPTUMRX OV_HDP,902746692,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5563,2021-12-04,1288,DEC 2021,FC,4D  ,First Class - 4 Day,12,12,0
4487,10,CENTRAL,72,KS-MO,10,CENTRAL,40,KY-WV,HDP,902205142,HDP,902205142,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5606,2022-10-01,1298,OCT 2022,FC,3D  ,First Class - 3 Day,24,24,0
4488,2,ATLANTIC,57,DE-PA 2 DISTRICT,7,SOUTHERN,1471,AL-MS,CVS,901000063,CVS / CAREMARK - WILKES BARRE,901000063,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5571,2022-01-29,1289,JAN 2022,FC,3D  ,First Class - 3 Day,14,37,23
4489,5,WESTPAC,63,CALIFORNIA 6,7,SOUTHERN,1488,FLORIDA 3,HDP,902205127,HDP,902205127,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5569,2022-01-15,1289,JAN 2022,FC,3D  ,First Class - 3 Day,92,93,1
